seed,step,action,state_cpu_load,state_ram_available,state_queue_depth,state_spot_price,state_dag_ready_nodes,state_job_priority,state_deadline_urgency,state_recent_failures,step_cost,delta_value,delta_risk,reward,cumulative_reward,running_tasks,completed_jobs,failed_jobs,cpu_in_use,ram_in_use,queue_depth,spot_price,prob_Execute_Ready_Job,prob_Defer_Job,prob_Scale_Up,prob_Scale_Down,prob_Reprioritize_Queue,prob_Pause_LowPriority_Job,logit_Execute_Ready_Job,logit_Defer_Job,logit_Scale_Up,logit_Scale_Down,logit_Reprioritize_Queue,logit_Pause_LowPriority_Job
203,16,Execute_Ready_Job,0.5,0.6875,1.0,0.46,1.0,0.6001,0.7542,0.0,2.12,3.75,0.0,3.538,9.296799999999998,2,3,1,4,4,154,0.53,0.2285,0.1623,0.168,0.1302,0.166,0.145,0.369,0.027,0.062,-0.193,0.049,-0.086
203,17,Execute_Ready_Job,0.4,0.75,1.0,0.53,1.0,0.5964,0.7558,0.0,3.06,0.0,0.0,-0.30600000000000005,8.990799999999997,3,3,1,6,6,153,0.51,0.2305,0.1611,0.1664,0.1303,0.1667,0.145,0.378,0.02,0.052,-0.192,0.054,-0.085
203,18,Execute_Ready_Job,0.6,0.625,1.0,0.51,1.0,0.5964,0.7558,0.0,3.24,0.0,0.0,-0.32400000000000007,8.666799999999997,3,3,1,6,6,152,0.54,0.2267,0.1626,0.1693,0.1298,0.1656,0.1461,0.365,0.033,0.073,-0.192,0.051,-0.074
203,19,Execute_Ready_Job,0.6,0.625,1.0,0.54,1.0,0.5964,0.7558,0.0,2.4379999999999997,0.0,0.0,-0.2438,8.422999999999996,2,3,1,5,4,152,0.53,0.2267,0.1623,0.1692,0.1297,0.1657,0.1464,0.366,0.032,0.074,-0.192,0.053,-0.071
203,20,Execute_Ready_Job,0.5,0.75,1.0,0.53,1.0,0.5964,0.7558,0.0,1.3800000000000001,0.0,0.0,-0.138,8.284999999999997,1,3,1,3,3,153,0.46,0.2302,0.161,0.1673,0.1298,0.1662,0.1454,0.38,0.022,0.061,-0.192,0.055,-0.079
203,21,Execute_Ready_Job,0.3,0.8125,1.0,0.46,1.0,0.5964,0.7558,0.0,3.4439999999999995,0.0,0.0,-0.3444,7.940599999999996,2,3,1,9,7,152,0.42,0.2321,0.161,0.1653,0.1308,0.1671,0.1437,0.38,0.015,0.041,-0.193,0.052,-0.099
203,22,Execute_Ready_Job,0.9,0.5625,1.0,0.42,1.0,0.5964,0.7558,0.0,2.392,4.5600000000000005,0.0,4.3208,12.261399999999997,1,4,1,6,4,152,0.46,0.2233,0.1639,0.1731,0.129,0.1639,0.1469,0.355,0.046,0.101,-0.194,0.046,-0.064
203,23,Execute_Ready_Job,0.6,0.75,1.0,0.46,1.0,0.5944,0.7552,0.0,3.696,0.0,0.0,-0.36960000000000004,11.891799999999996,2,4,1,10,7,151,0.42,0.2297,0.1614,0.1685,0.1296,0.1656,0.1452,0.379,0.026,0.069,-0.194,0.051,-0.08
203,24,Execute_Ready_Job,1.0,0.5625,1.0,0.42,1.0,0.5944,0.7552,0.0,3.3440000000000003,0.0,0.0,-0.33440000000000003,11.557399999999996,2,4,1,10,7,151,0.38,0.2227,0.1638,0.1741,0.1286,0.1634,0.1474,0.356,0.049,0.109,-0.194,0.046,-0.057
203,25,Execute_Ready_Job,1.0,0.5625,1.0,0.38,1.0,0.5944,0.7552,0.0,2.9040000000000004,0.0,0.0,-0.29040000000000005,11.266999999999996,2,4,1,10,7,151,0.33,0.2226,0.1642,0.1743,0.1287,0.1633,0.147,0.354,0.049,0.109,-0.194,0.044,-0.061
203,26,Execute_Ready_Job,1.0,0.5625,1.0,0.33,1.0,0.5944,0.7552,0.0,0.0,3.9299999999999997,0.0,3.9299999999999997,15.196999999999996,0,5,1,0,0,152,0.25,0.2225,0.1646,0.1745,0.1288,0.1631,0.1465,0.351,0.05,0.108,-0.195,0.041,-0.066
203,27,Execute_Ready_Job,0.0,1.0,1.0,0.25,1.0,0.5912,0.7562,0.0,0.4679999999999999,0.0,0.0,-0.046799999999999994,15.150199999999996,1,5,1,3,2,151,0.18,0.2359,0.1609,0.1621,0.1327,0.1684,0.14,0.382,-0.0,0.007,-0.193,0.045,-0.14
203,28,Execute_Ready_Job,0.3,0.875,1.0,0.18,1.0,0.5912,0.7562,0.0,0.3360000000000001,4.710000000000001,0.0,4.676400000000001,19.8266,1,6,1,2,3,150,0.14,0.2326,0.1625,0.1659,0.1316,0.1665,0.1409,0.374,0.015,0.036,-0.196,0.039,-0.128
203,29,Execute_Ready_Job,0.2,0.8125,1.0,0.14,1.0,0.5896,0.7567,0.0,0.13999999999999999,0.0,0.0,-0.013999999999999999,19.8126,1,6,1,1,2,150,0.1,0.231,0.1637,0.1656,0.1325,0.1668,0.1403,0.361,0.017,0.028,-0.195,0.035,-0.138
203,30,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5896,0.7567,0.0,0.5780000000000001,0.0,0.0,-0.05780000000000001,19.7548,1,6,1,3,4,149,0.17,0.2324,0.1635,0.1644,0.133,0.1673,0.1394,0.363,0.011,0.017,-0.195,0.035,-0.148
203,31,Execute_Ready_Job,0.3,0.75,1.0,0.17,1.0,0.5896,0.7567,0.0,0.5280000000000001,0.0,0.0,-0.052800000000000014,19.701999999999998,2,6,1,4,6,148,0.11,0.2296,0.1641,0.1668,0.1321,0.1663,0.1412,0.358,0.022,0.039,-0.195,0.035,-0.128
203,32,Execute_Ready_Job,0.4,0.625,1.0,0.11,1.0,0.5896,0.7567,0.0,0.13999999999999999,0.0,0.0,-0.013999999999999999,19.688,1,6,1,1,2,148,0.1,0.226,0.1661,0.169,0.1321,0.1654,0.1414,0.341,0.033,0.05,-0.196,0.029,-0.128
203,33,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5896,0.7567,0.0,0.24000000000000005,0.0,0.0,-0.024000000000000007,19.663999999999998,1,6,1,2,3,148,0.1,0.2324,0.1635,0.1644,0.133,0.1673,0.1394,0.363,0.011,0.017,-0.195,0.035,-0.148
203,34,Execute_Ready_Job,0.2,0.8125,1.0,0.1,1.0,0.5896,0.7567,0.0,0.4,4.339999999999996,0.0,4.299999999999996,23.963999999999995,1,7,1,4,4,147,0.1,0.2309,0.1641,0.1657,0.1327,0.1667,0.14,0.359,0.017,0.027,-0.195,0.033,-0.142
203,35,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5873,0.7556,0.0,0.6000000000000001,0.0,0.0,-0.06000000000000001,23.903999999999996,2,7,1,6,6,146,0.1,0.229,0.1645,0.1681,0.1318,0.1656,0.141,0.356,0.025,0.047,-0.196,0.032,-0.129
203,36,Execute_Ready_Job,0.6,0.625,1.0,0.1,1.0,0.5873,0.7556,0.0,0.4,4.800000000000004,0.0,4.760000000000004,28.664,2,8,1,4,4,145,0.1,0.2253,0.1659,0.1711,0.1312,0.1643,0.1423,0.344,0.038,0.068,-0.197,0.028,-0.116
203,37,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5859,0.7562,0.0,0.364,0.0,0.0,-0.0364,28.6276,1,8,1,3,2,148,0.14,0.229,0.1645,0.1681,0.1318,0.1656,0.141,0.356,0.025,0.047,-0.196,0.032,-0.129
203,38,Execute_Ready_Job,0.3,0.875,1.0,0.14,1.0,0.5859,0.7562,0.0,0.24,0.0,0.0,-0.024,28.6036,1,8,1,2,2,148,0.12,0.2324,0.1627,0.1661,0.1318,0.1664,0.1406,0.371,0.015,0.035,-0.196,0.037,-0.132
203,39,Execute_Ready_Job,0.2,0.875,1.0,0.12,1.0,0.5859,0.7562,0.0,0.4,0.0,0.0,-0.04000000000000001,28.5636,2,8,1,4,4,147,0.1,0.2324,0.1631,0.1652,0.1324,0.1669,0.14,0.367,0.013,0.026,-0.195,0.036,-0.14
203,40,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5859,0.7562,0.0,1.08,0.0,0.0,-0.10800000000000001,28.4556,3,8,1,6,6,146,0.18,0.229,0.1645,0.1681,0.1318,0.1656,0.141,0.356,0.025,0.047,-0.196,0.032,-0.129
203,41,Execute_Ready_Job,0.6,0.625,1.0,0.18,1.0,0.5859,0.7562,0.0,1.058,0.0,0.0,-0.1058,28.349800000000002,2,8,1,5,4,145,0.23,0.2256,0.1652,0.1707,0.1309,0.1646,0.143,0.348,0.036,0.069,-0.196,0.033,-0.108
203,42,Execute_Ready_Job,0.5,0.75,1.0,0.23,1.0,0.5859,0.7562,0.0,0.6120000000000001,0.0,0.2,-0.26120000000000004,28.088600000000003,1,8,2,4,3,145,0.17,0.2293,0.1633,0.1685,0.1309,0.1654,0.1426,0.365,0.026,0.057,-0.195,0.039,-0.11
203,43,Execute_Ready_Job,0.4,0.8125,1.0,0.17,1.0,0.5839,0.7553,0.2,1.056,0.0,-0.2,0.0944,28.183000000000003,2,8,2,7,6,144,0.16,0.2284,0.1656,0.1658,0.1337,0.1648,0.1417,0.366,0.045,0.046,-0.17,0.04,-0.111
203,44,Execute_Ready_Job,0.7,0.625,1.0,0.16,1.0,0.5839,0.7553,0.0,0.66,0.0,0.0,-0.066,28.117000000000004,2,8,2,4,5,144,0.15,0.2251,0.1652,0.1718,0.1305,0.1641,0.1433,0.349,0.039,0.078,-0.196,0.032,-0.103
203,45,Execute_Ready_Job,0.4,0.6875,1.0,0.15,1.0,0.5839,0.7553,0.0,0.44199999999999995,3.3299999999999983,0.0,3.2857999999999983,31.402800000000003,1,9,2,3,2,143,0.17,0.2277,0.1649,0.1684,0.1319,0.1656,0.1416,0.351,0.028,0.049,-0.195,0.033,-0.124
203,46,Execute_Ready_Job,0.3,0.875,1.0,0.17,1.0,0.5801,0.7558,0.0,0.27999999999999997,3.549999999999997,0.0,3.521999999999997,34.9248,1,10,2,1,2,142,0.2,0.2325,0.1624,0.166,0.1318,0.1665,0.1408,0.372,0.014,0.036,-0.195,0.039,-0.129
203,47,Execute_Ready_Job,0.1,0.875,1.0,0.2,1.0,0.5772,0.7555,0.0,0.22399999999999998,0.0,0.0,-0.0224,34.9024,1,10,2,1,2,141,0.16,0.2327,0.1625,0.164,0.1328,0.1676,0.1403,0.368,0.009,0.018,-0.193,0.04,-0.138
203,48,Execute_Ready_Job,0.1,0.875,1.0,0.16,1.0,0.5772,0.7555,0.0,0.3420000000000001,0.0,0.0,-0.03420000000000001,34.8682,1,10,2,1,3,141,0.19,0.2325,0.1629,0.1642,0.1329,0.1675,0.1399,0.365,0.009,0.017,-0.194,0.038,-0.142
203,49,Execute_Ready_Job,0.1,0.8125,1.0,0.19,1.0,0.5772,0.7555,0.0,0.96,0.0,0.0,-0.096,34.772200000000005,1,10,2,4,4,140,0.24,0.2312,0.1634,0.1645,0.133,0.1675,0.1404,0.36,0.012,0.019,-0.193,0.038,-0.139
203,50,Execute_Ready_Job,0.4,0.75,1.0,0.24,1.0,0.5772,0.7555,0.0,0.9860000000000002,0.0,0.0,-0.09860000000000002,34.67360000000001,2,10,2,5,7,139,0.17,0.2295,0.1632,0.1675,0.1314,0.166,0.1423,0.363,0.022,0.048,-0.194,0.039,-0.115
203,51,Execute_Ready_Job,0.5,0.5625,1.0,0.17,1.0,0.5772,0.7555,0.0,0.6960000000000001,0.0,0.0,-0.06960000000000001,34.604000000000006,2,10,2,5,7,138,0.12,0.2242,0.1661,0.1703,0.1317,0.165,0.1426,0.337,0.037,0.062,-0.195,0.031,-0.115
203,52,Execute_Ready_Job,0.5,0.5625,1.0,0.12,1.0,0.5772,0.7555,0.0,0.31200000000000006,3.280000000000001,0.0,3.248800000000001,37.85280000000001,1,11,2,2,3,138,0.13,0.224,0.1665,0.1705,0.1319,0.1649,0.1422,0.334,0.038,0.061,-0.195,0.028,-0.12
203,53,Execute_Ready_Job,0.2,0.8125,1.0,0.13,1.0,0.5734,0.7566,0.0,0.4800000000000001,0.0,0.0,-0.048000000000000015,37.80480000000001,1,11,2,4,6,139,0.1,0.2308,0.1637,0.1657,0.1327,0.1669,0.1402,0.359,0.015,0.028,-0.194,0.035,-0.139
203,54,Execute_Ready_Job,0.4,0.625,1.0,0.1,1.0,0.5734,0.7566,0.0,1.224,0.0,0.0,-0.12240000000000001,37.68240000000001,2,11,2,6,9,138,0.17,0.2258,0.166,0.1691,0.1323,0.1654,0.1414,0.339,0.031,0.05,-0.195,0.028,-0.129
203,55,Execute_Ready_Job,0.6,0.4375,1.0,0.17,1.0,0.5734,0.7566,0.0,1.4400000000000002,0.0,0.0,-0.14400000000000002,37.53840000000001,3,11,2,8,12,137,0.15,0.2205,0.1676,0.1724,0.1316,0.1644,0.1435,0.321,0.047,0.075,-0.195,0.027,-0.109
203,56,Execute_Ready_Job,0.8,0.25,1.0,0.15,1.0,0.5734,0.7566,0.0,0.4800000000000001,4.109999999999999,0.0,4.061999999999999,41.60040000000001,2,12,2,4,6,137,0.1,0.2144,0.1701,0.1764,0.1313,0.163,0.1448,0.295,0.064,0.1,-0.195,0.021,-0.097
203,57,Execute_Ready_Job,0.4,0.625,1.0,0.1,1.0,0.572,0.7562,0.0,0.75,0.0,0.0,-0.07500000000000001,41.525400000000005,2,12,2,5,5,136,0.15,0.2258,0.166,0.1691,0.1323,0.1654,0.1414,0.339,0.031,0.05,-0.195,0.028,-0.129
203,58,Execute_Ready_Job,0.5,0.6875,1.0,0.15,1.0,0.572,0.7562,0.0,0.2,0.0,0.2,-0.22000000000000003,41.305400000000006,1,12,3,2,2,136,0.1,0.2273,0.1646,0.1694,0.1315,0.1652,0.1421,0.352,0.029,0.058,-0.195,0.033,-0.118
203,59,Execute_Ready_Job,0.2,0.875,1.0,0.1,1.0,0.5706,0.7547,0.2,0.47600000000000003,0.0,-0.2,0.1524,41.457800000000006,1,12,3,3,4,137,0.14,0.2297,0.1656,0.1638,0.135,0.1659,0.1401,0.363,0.036,0.025,-0.169,0.038,-0.132
203,60,Execute_Ready_Job,0.3,0.75,1.0,0.14,1.0,0.5706,0.7547,0.0,0.44,3.4100000000000037,0.0,3.3660000000000037,44.82380000000001,1,13,3,2,2,136,0.22,0.2292,0.1642,0.167,0.1324,0.1663,0.1409,0.355,0.021,0.038,-0.194,0.034,-0.132
203,61,Execute_Ready_Job,0.2,0.875,1.0,0.22,1.0,0.5674,0.7552,0.0,0.68,0.0,0.0,-0.068,44.755800000000015,2,13,3,4,4,135,0.17,0.2326,0.1621,0.1649,0.1323,0.1672,0.1409,0.371,0.01,0.027,-0.193,0.041,-0.13
203,62,Execute_Ready_Job,0.4,0.75,1.0,0.17,1.0,0.5674,0.7552,0.0,0.6000000000000001,0.0,0.0,-0.06000000000000001,44.69580000000001,3,13,3,6,6,134,0.1,0.2291,0.1637,0.1679,0.1318,0.1659,0.1416,0.359,0.022,0.048,-0.195,0.036,-0.122
203,63,Execute_Ready_Job,0.6,0.625,1.0,0.1,1.0,0.5674,0.7552,0.0,0.4,0.0,0.0,-0.04000000000000001,44.65580000000001,2,13,3,4,4,133,0.1,0.2251,0.1656,0.1711,0.1314,0.1644,0.1423,0.343,0.036,0.069,-0.196,0.029,-0.116
203,64,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5674,0.7552,0.0,0.34,0.0,0.0,-0.034,44.621800000000015,1,13,3,2,2,133,0.17,0.2288,0.1643,0.1682,0.132,0.1657,0.141,0.355,0.024,0.047,-0.195,0.032,-0.129
203,65,Execute_Ready_Job,0.2,0.875,1.0,0.17,1.0,0.5674,0.7552,0.0,0.48,0.0,0.0,-0.048,44.57380000000001,1,13,3,3,3,133,0.16,0.2324,0.1625,0.1651,0.1325,0.1671,0.1404,0.369,0.011,0.027,-0.194,0.039,-0.135
203,66,Execute_Ready_Job,0.3,0.8125,1.0,0.16,1.0,0.5674,0.7552,0.0,0.5199999999999999,3.0899999999999963,0.0,3.0379999999999963,47.61180000000001,1,14,3,6,4,132,0.1,0.2308,0.1632,0.1665,0.1321,0.1664,0.1409,0.363,0.017,0.037,-0.194,0.037,-0.13
203,67,Execute_Ready_Job,0.6,0.75,1.0,0.1,1.0,0.5634,0.7551,0.0,0.7200000000000001,0.0,0.0,-0.07200000000000001,47.53980000000001,2,14,3,8,6,131,0.1,0.2283,0.164,0.1701,0.131,0.1646,0.1419,0.359,0.028,0.065,-0.196,0.032,-0.116
203,68,Execute_Ready_Job,0.8,0.625,1.0,0.1,1.0,0.5634,0.7551,0.0,0.2,3.5700000000000003,0.0,3.5500000000000003,51.089800000000004,1,15,3,2,2,131,0.1,0.2243,0.1654,0.1732,0.1305,0.1634,0.1433,0.345,0.041,0.087,-0.196,0.029,-0.103
203,69,Execute_Ready_Job,0.2,0.875,1.0,0.1,1.0,0.561,0.7561,0.0,0.44199999999999995,0.0,0.0,-0.044199999999999996,51.04560000000001,1,15,3,3,2,132,0.17,0.232,0.163,0.1654,0.1328,0.1669,0.1398,0.364,0.011,0.026,-0.194,0.035,-0.142
203,70,Execute_Ready_Job,0.3,0.875,1.0,0.17,1.0,0.561,0.7561,0.0,0.22,0.0,0.0,-0.022000000000000002,51.02360000000001,1,15,3,2,2,132,0.11,0.2323,0.1622,0.1661,0.132,0.1666,0.1409,0.371,0.012,0.036,-0.194,0.039,-0.129
203,71,Execute_Ready_Job,0.2,0.875,1.0,0.11,1.0,0.561,0.7561,0.0,0.4,0.0,0.0,-0.04000000000000001,50.98360000000001,2,15,3,4,4,131,0.1,0.2321,0.1629,0.1654,0.1327,0.167,0.1399,0.365,0.011,0.026,-0.194,0.036,-0.141
203,72,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.561,0.7561,0.0,0.988,0.0,0.0,-0.0988,50.88480000000001,3,15,3,8,7,130,0.13,0.2288,0.1642,0.1682,0.1321,0.1657,0.141,0.355,0.023,0.047,-0.195,0.032,-0.129
203,73,Execute_Ready_Job,0.8,0.5625,1.0,0.13,1.0,0.561,0.7561,0.0,0.544,0.0,0.0,-0.054400000000000004,50.83040000000001,2,15,3,3,4,130,0.16,0.2227,0.1659,0.1736,0.1306,0.1635,0.1437,0.338,0.044,0.089,-0.196,0.029,-0.1
203,74,Execute_Ready_Job,0.3,0.75,1.0,0.16,1.0,0.561,0.7561,0.0,0.25999999999999995,0.0,0.0,-0.025999999999999995,50.80440000000001,1,15,3,3,2,130,0.1,0.2292,0.1639,0.167,0.1324,0.1664,0.1411,0.355,0.02,0.038,-0.194,0.035,-0.13
203,75,Execute_Ready_Job,0.3,0.875,1.0,0.1,1.0,0.561,0.7561,0.0,0.39,3.8999999999999986,0.0,3.8609999999999984,54.665400000000005,1,16,3,3,3,129,0.13,0.232,0.1628,0.1664,0.1322,0.1664,0.1402,0.367,0.013,0.035,-0.195,0.035,-0.136
203,76,Execute_Ready_Job,0.3,0.8125,1.0,0.13,1.0,0.5594,0.7557,0.0,0.7040000000000001,0.0,0.0,-0.0704,54.595000000000006,2,16,3,4,5,128,0.16,0.2306,0.1633,0.1667,0.1323,0.1664,0.1407,0.361,0.016,0.037,-0.194,0.035,-0.133
203,77,Execute_Ready_Job,0.4,0.6875,1.0,0.16,1.0,0.5594,0.7557,0.0,0.13999999999999999,3.460000000000008,0.0,3.446000000000008,58.04100000000001,1,17,3,1,2,127,0.1,0.2275,0.1645,0.1684,0.1321,0.1658,0.1417,0.35,0.026,0.049,-0.194,0.033,-0.123
203,78,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5566,0.7573,0.0,0.28,0.0,0.0,-0.028000000000000004,58.01300000000001,1,17,3,2,2,127,0.14,0.232,0.1631,0.1645,0.1334,0.1675,0.1394,0.361,0.009,0.017,-0.193,0.035,-0.148
203,79,Execute_Ready_Job,0.2,0.875,1.0,0.14,1.0,0.5566,0.7573,0.0,0.56,0.0,0.0,-0.05600000000000001,57.957000000000015,1,17,3,4,4,127,0.14,0.2322,0.1626,0.1653,0.1327,0.1671,0.1402,0.366,0.01,0.026,-0.193,0.037,-0.138
203,80,Execute_Ready_Job,0.4,0.75,1.0,0.14,1.0,0.5566,0.7573,0.0,0.7000000000000001,0.0,0.0,-0.07,57.887000000000015,2,17,3,7,7,126,0.1,0.2289,0.1638,0.168,0.132,0.1658,0.1414,0.357,0.022,0.047,-0.194,0.034,-0.125
203,81,Execute_Ready_Job,0.7,0.5625,1.0,0.1,1.0,0.5566,0.7573,0.0,1.0,0.0,0.0,-0.1,57.78700000000001,3,17,3,10,10,125,0.1,0.223,0.1662,0.1727,0.1312,0.1639,0.143,0.335,0.041,0.08,-0.195,0.027,-0.11
203,82,Execute_Ready_Job,1.0,0.375,1.0,0.1,1.0,0.5566,0.7573,0.0,0.0,3.2299999999999898,0.0,3.2299999999999898,61.017,0,18,3,0,0,127,0.14,0.2163,0.1685,0.1776,0.1304,0.1622,0.145,0.31,0.061,0.113,-0.196,0.022,-0.09
203,83,Execute_Ready_Job,0.0,1.0,1.0,0.14,1.0,0.5532,0.7563,0.0,0.4,0.0,0.0,-0.04000000000000001,60.977000000000004,1,18,3,2,2,126,0.2,0.235,0.1615,0.1627,0.1335,0.1684,0.1391,0.374,-0.002,0.006,-0.192,0.04,-0.151
203,84,Execute_Ready_Job,0.2,0.875,1.0,0.2,1.0,0.5532,0.7563,0.0,0.84,3.780000000000001,0.0,3.696000000000001,64.673,1,19,3,4,4,125,0.21,0.2324,0.1621,0.165,0.1325,0.1672,0.1407,0.369,0.009,0.027,-0.193,0.04,-0.132
203,85,Execute_Ready_Job,0.4,0.75,1.0,0.21,1.0,0.5515,0.7551,0.0,1.088,0.0,0.0,-0.10880000000000001,64.5642,2,19,3,6,7,124,0.17,0.2292,0.1632,0.1678,0.1318,0.166,0.142,0.36,0.02,0.048,-0.193,0.038,-0.118
203,86,Execute_Ready_Job,0.6,0.5625,1.0,0.17,1.0,0.5515,0.7551,0.0,0.6400000000000001,0.0,0.0,-0.06400000000000002,64.5002,2,19,3,6,7,123,0.1,0.2237,0.1657,0.1714,0.1315,0.1646,0.1431,0.337,0.037,0.071,-0.194,0.031,-0.109
203,87,Execute_Ready_Job,0.6,0.5625,1.0,0.1,1.0,0.5515,0.7551,0.0,0.0,0.0,0.2,-0.2,64.3002,0,19,4,0,0,123,0.1,0.2234,0.1663,0.1718,0.1317,0.1644,0.1425,0.333,0.038,0.071,-0.195,0.027,-0.116
203,88,Execute_Ready_Job,0.0,1.0,1.0,0.1,1.0,0.5501,0.7556,0.2,0.51,0.0,-0.2,0.14900000000000002,64.4492,1,19,4,3,3,122,0.17,0.2324,0.1642,0.1612,0.1359,0.1673,0.139,0.369,0.022,0.004,-0.167,0.041,-0.145
203,89,Execute_Ready_Job,0.3,0.8125,1.0,0.17,1.0,0.5501,0.7556,0.0,0.34,4.049999999999997,0.0,4.015999999999997,68.4652,1,20,4,2,2,121,0.17,0.2307,0.1629,0.1665,0.1323,0.1666,0.1411,0.363,0.015,0.037,-0.193,0.037,-0.129
203,90,Execute_Ready_Job,0.2,0.875,1.0,0.17,1.0,0.5491,0.7561,0.0,0.44000000000000006,0.0,0.0,-0.04400000000000001,68.4212,2,20,4,4,5,120,0.1,0.2323,0.1623,0.1652,0.1327,0.1672,0.1405,0.368,0.009,0.027,-0.193,0.039,-0.135
203,91,Execute_Ready_Job,0.4,0.6875,1.0,0.1,1.0,0.5491,0.7561,0.0,0.13999999999999999,0.0,0.0,-0.013999999999999999,68.4072,1,20,4,1,2,123,0.1,0.2271,0.1649,0.1687,0.1324,0.1657,0.1412,0.346,0.026,0.049,-0.194,0.03,-0.129
203,92,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5491,0.7561,0.0,0.442,0.0,0.0,-0.0442,68.363,2,20,4,3,4,122,0.13,0.232,0.1631,0.1645,0.1335,0.1675,0.1394,0.36,0.008,0.017,-0.192,0.035,-0.149
203,93,Execute_Ready_Job,0.3,0.75,1.0,0.13,1.0,0.5491,0.7561,0.0,0.4,0.0,0.0,-0.04000000000000001,68.323,2,20,4,4,4,121,0.1,0.229,0.164,0.1672,0.1326,0.1664,0.1409,0.353,0.019,0.038,-0.193,0.033,-0.133
203,94,Execute_Ready_Job,0.4,0.75,1.0,0.1,1.0,0.5491,0.7561,0.0,0.6400000000000001,0.0,0.0,-0.06400000000000002,68.259,3,20,4,6,7,120,0.1,0.2287,0.1641,0.1683,0.1322,0.1657,0.141,0.354,0.022,0.047,-0.194,0.032,-0.129
203,95,Execute_Ready_Job,0.6,0.5625,1.0,0.1,1.0,0.5491,0.7561,0.0,0.748,0.0,0.0,-0.0748,68.1842,3,20,4,6,8,119,0.11,0.2233,0.1663,0.1718,0.1317,0.1644,0.1425,0.333,0.038,0.071,-0.195,0.027,-0.116
203,96,Execute_Ready_Job,0.6,0.5,1.0,0.11,1.0,0.5491,0.7561,0.0,0.494,0.0,0.0,-0.0494,68.1348,2,20,4,3,5,119,0.13,0.2217,0.167,0.1723,0.1319,0.1644,0.1428,0.325,0.042,0.073,-0.194,0.026,-0.115
203,97,Execute_Ready_Job,0.3,0.6875,1.0,0.13,1.0,0.5491,0.7561,0.0,0.44000000000000006,0.0,0.0,-0.04400000000000001,68.0908,2,20,4,4,5,119,0.1,0.2275,0.1648,0.1676,0.1328,0.1663,0.1411,0.345,0.023,0.04,-0.193,0.032,-0.133
203,98,Execute_Ready_Job,0.4,0.6875,1.0,0.1,1.0,0.5491,0.7561,0.0,1.088,0.0,0.0,-0.10880000000000001,67.982,2,20,4,6,7,118,0.17,0.2271,0.1649,0.1687,0.1324,0.1657,0.1412,0.346,0.026,0.049,-0.194,0.03,-0.129
203,99,Execute_Ready_Job,0.6,0.5625,1.0,0.17,1.0,0.5491,0.7561,0.0,0.13999999999999999,7.440000000000012,0.0,7.426000000000012,75.40800000000002,1,22,4,1,2,117,0.1,0.2236,0.1657,0.1714,0.1315,0.1646,0.1431,0.337,0.037,0.071,-0.194,0.031,-0.109
203,100,Execute_Ready_Job,0.1,0.875,1.0,0.1,1.0,0.5462,0.7534,0.0,0.34,0.0,0.0,-0.034,75.37400000000001,2,22,4,3,4,116,0.1,0.2319,0.1631,0.1646,0.1335,0.1676,0.1394,0.36,0.008,0.017,-0.192,0.035,-0.149
203,101,Execute_Ready_Job,0.3,0.75,1.0,0.1,1.0,0.5462,0.7534,0.0,0.33,0.0,0.0,-0.033,75.34100000000001,1,22,4,3,3,117,0.11,0.2288,0.1642,0.1673,0.1327,0.1663,0.1406,0.351,0.019,0.038,-0.194,0.032,-0.136
203,102,Execute_Ready_Job,0.3,0.8125,1.0,0.11,1.0,0.5462,0.7534,0.0,0.72,0.0,0.0,-0.072,75.269,1,22,4,4,4,117,0.18,0.2304,0.1634,0.1668,0.1325,0.1664,0.1405,0.359,0.016,0.037,-0.194,0.034,-0.135
203,103,Execute_Ready_Job,0.4,0.75,1.0,0.18,1.0,0.5462,0.7534,0.0,0.6900000000000001,0.0,0.2,-0.269,75.0,1,22,5,3,3,116,0.23,0.229,0.1634,0.1679,0.1319,0.166,0.1418,0.358,0.02,0.048,-0.193,0.036,-0.122
203,104,Execute_Ready_Job,0.3,0.8125,1.0,0.23,1.0,0.5414,0.7543,0.2,1.0,0.0,-0.2,0.1,75.1,1,22,5,4,4,116,0.25,0.2284,0.1647,0.1648,0.1344,0.1657,0.1419,0.364,0.037,0.037,-0.166,0.043,-0.112
203,105,Execute_Ready_Job,0.4,0.75,1.0,0.25,1.0,0.5414,0.7543,0.0,1.8599999999999999,0.0,0.0,-0.186,74.91399999999999,2,22,5,6,6,115,0.31,0.2292,0.1627,0.1677,0.1318,0.1662,0.1424,0.361,0.019,0.049,-0.192,0.04,-0.115
